"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.3","17.9","20.7","9255","Overall","All Ages","White","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.5","6.7","40.3","79","Overall","All Ages","Hispanic","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","11.9","22.3","366","Overall","18 to 24 Years","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.2","25.1","31.3","1720","Overall","25 to 44 Years","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.5","19.5","23.5","3974","Overall","45 to 64 Years","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.4","7.1","9.7","3714","Overall","65 Years and Older","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","47.5","40.2","54.8","431","Overall","Age 20 and Older","All Races","< 12th Grade"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.6","19.6","23.6","4162","Male","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.0","16.2","19.8","5612","Female","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.8","19.1","26.5","1116","Female","18 to 44 Years","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.5","18.1","20.9","8826","Overall","All Ages","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.9","17.5","20.3","8420","Overall","All Ages","White","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.8","13.4","38.2","67","Overall","All Ages","Hispanic","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.6","17.8","21.4","3705","Overall","45 to 64 Years","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.1","6.8","9.4","3289","Overall","65 Years and Older","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","39.7","32.8","46.6","379","Overall","Age 20 and Older","All Races","< 12th Grade"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.5","24.9","30.1","2592","Overall","Age 20 and Older","All Races","12th Grade"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.0","10.7","13.3","5748","Overall","Age 20 and Older","All Races","> 12th Grade"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","40.4","33.5","47.3","375","Overall","Age 25 and Older","All Races","< 12th Grade"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.0","24.5","29.5","2512","Overall","Age 25 and Older","All Races","12th Grade"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.1","10.8","13.4","5612","Overall","Age 25 and Older","All Races","> 12th Grade"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","42.2","27.3","57.1","89","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.6","14.5","26.7","303","Overall","18 to 24 Years","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.3","25.2","31.4","1529","Overall","25 to 44 Years","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.0","18.9","23.1","3623","Male","All Ages","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.5","20.6","28.4","981","Female","18 to 44 Years","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","16.3","19.9","5203","Female","All Ages","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.5","17.3","19.7","8355","Overall","All Ages","White","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.3","18.1","20.5","8808","Overall","All Ages","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.5","23.2","27.8","2583","Overall","Age 20 and Older","All Races","12th Grade"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","43.1","36.8","49.4","438","Overall","Age 20 and Older","All Races","< 12th Grade"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","6.1","5.0","7.2","3220","Overall","65 Years and Older","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.3","11.1","13.5","5670","Overall","Age 20 and Older","All Races","> 12th Grade"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.6","22.3","26.9","2517","Overall","Age 25 and Older","All Races","12th Grade"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","40.6","34.4","46.8","428","Overall","Age 25 and Older","All Races","< 12th Grade"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.1","10.9","13.3","5493","Overall","Age 25 and Older","All Races","> 12th Grade"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","33.2","17.0","49.4","64","Overall","All Ages","Hispanic","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","42.1","29.6","54.6","107","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","17.7","28.3","350","Overall","18 to 24 Years","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.7","25.8","31.6","1508","Overall","25 to 44 Years","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.4","17.7","21.1","3730","Overall","45 to 64 Years","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.0","19.1","22.9","3633","Male","All Ages","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.8","16.2","19.4","5175","Female","All Ages","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.2","20.8","27.6","999","Female","18 to 44 Years","All Races","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.6","18.7","28.5","379","Overall","18 to 24 Years","All Races","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.2","18.9","21.5","7962","Overall","All Ages","All Races","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.0","18.7","21.3","7556","Overall","All Ages","White","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.4","11.2","39.6","60","Overall","All Ages","Hispanic","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","6.8","5.6","8.0","2749","Overall","65 Years and Older","All Races","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.1","18.3","21.9","3360","Overall","45 to 64 Years","All Races","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","29.4","26.4","32.4","1474","Overall","25 to 44 Years","All Races","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.4","23.1","27.7","2491","Overall","Age 20 and Older","All Races","12th Grade"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","42.7","36.1","49.3","394","Overall","Age 20 and Older","All Races","< 12th Grade"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.9","12.5","15.3","4952","Overall","Age 20 and Older","All Races","> 12th Grade"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","39.7","32.9","46.5","377","Overall","Age 25 and Older","All Races","< 12th Grade"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.6","22.3","26.9","2389","Overall","Age 25 and Older","All Races","12th Grade"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","37.5","23.3","51.7","67","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.8","12.4","15.2","4800","Overall","Age 25 and Older","All Races","> 12th Grade"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.4","20.4","24.4","3258","Male","All Ages","All Races","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.2","16.5","19.9","4704","Female","All Ages","All Races","All Grades"
"2013","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.8","23.3","30.3","1009","Female","18 to 44 Years","All Races","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.3","19.2","21.4","9810","Overall","All Ages","All Races","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.9","18.8","21.0","9256","Overall","All Ages","White","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.2","4.3","26.1","93","Overall","All Ages","Hispanic","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","7.7","6.5","8.9","3119","Overall","65 Years and Older","All Races","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","38.2","32.8","43.6","514","Overall","Age 20 and Older","All Races","< 12th Grade"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","35.4","29.9","40.9","489","Overall","Age 25 and Older","All Races","< 12th Grade"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.3","25.3","29.3","3018","Overall","Age 20 and Older","All Races","12th Grade"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","12.6","14.8","6088","Overall","Age 20 and Older","All Races","> 12th Grade"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.3","12.2","14.4","5901","Overall","Age 25 and Older","All Races","> 12th Grade"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.7","23.8","27.6","2908","Overall","Age 25 and Older","All Races","12th Grade"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","39.5","28.3","50.7","109","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.5","21.8","31.2","424","Overall","18 to 24 Years","All Races","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.2","21.2","4104","Overall","45 to 64 Years","All Races","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.1","25.7","30.5","2087","Overall","25 to 44 Years","All Races","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","21.3","24.7","4130","Male","All Ages","All Races","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.9","21.1","26.7","1347","Female","18 to 44 Years","All Races","All Grades"
"2012","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.8","16.5","19.1","5680","Female","All Ages","All Races","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.8","21.7","23.9","13166","Overall","All Ages","All Races","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.3","21.2","23.4","12456","Overall","All Ages","White","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.0","17.5","46.5","123","Overall","All Ages","Hispanic","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","45.0","33.9","56.1","154","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","29.2","24.2","34.2","413","Overall","18 to 24 Years","All Races","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.9","30.6","35.2","2548","Overall","25 to 44 Years","All Races","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.0","19.6","22.4","5831","Overall","45 to 64 Years","All Races","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","41.4","36.4","46.4","755","Overall","Age 20 and Older","All Races","< 12th Grade"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","7.9","6.9","8.9","4277","Overall","65 Years and Older","All Races","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.2","26.3","30.1","4163","Overall","Age 20 and Older","All Races","12th Grade"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.8","14.6","17.0","8023","Overall","Age 20 and Older","All Races","> 12th Grade"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","39.2","34.3","44.1","737","Overall","Age 25 and Older","All Races","< 12th Grade"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.3","25.5","29.1","4065","Overall","Age 25 and Older","All Races","12th Grade"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.5","14.4","16.6","7829","Overall","Age 25 and Older","All Races","> 12th Grade"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","5.8","33.6","59","Overall","All Ages","African American","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.1","23.4","26.8","5129","Male","All Ages","All Races","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","29.9","27.1","32.7","1764","Female","18 to 44 Years","All Races","All Grades"
"2011","Maine","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.6","19.2","22.0","8037","Female","All Ages","All Races","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","7.9","6.9","8.9","6958","Overall","65 Years and Older","All Races","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.1","12.9","15.3","6460","Overall","45 to 64 Years","All Races","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.2","20.2","28.2","875","Overall","Age 20 and Older","All Races","< 12th Grade"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.5","16.7","20.3","4156","Overall","Age 20 and Older","All Races","12th Grade"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.4","13.6","17.2","2839","Overall","25 to 44 Years","All Races","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.0","5.3","10.7","615","Overall","18 to 24 Years","All Races","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","12.0","15.4","3163","Overall","All Ages","African American","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.2","8.3","10.1","11324","Overall","Age 25 and Older","All Races","> 12th Grade"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.2","21.0","4023","Overall","Age 25 and Older","All Races","12th Grade"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.8","8.0","9.6","11614","Overall","Age 20 and Older","All Races","> 12th Grade"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.0","20.0","28.0","854","Overall","Age 25 and Older","All Races","< 12th Grade"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.2","4.5","11.9","380","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","6.8","4.6","9.0","633","Overall","All Ages","Hispanic","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","9.2","27.0","116","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.2","12.2","14.2","11808","Overall","All Ages","White","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.5","11.7","13.3","16872","Overall","All Ages","All Races","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.0","12.7","15.3","7171","Male","All Ages","All Races","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.0","10.1","13.9","1865","Female","18 to 44 Years","All Races","All Grades"
"2018","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.3","10.3","12.3","9676","Female","All Ages","All Races","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.4","7.0","13.8","452","Overall","18 to 24 Years","All Races","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","14.9","19.3","2127","Overall","25 to 44 Years","All Races","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.1","13.7","16.5","5190","Overall","45 to 64 Years","All Races","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.8","12.8","14.8","12944","Overall","All Ages","All Races","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.1","12.9","15.3","9167","Overall","All Ages","White","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","7.4","3.6","11.2","289","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.8","8.5","17.1","402","Overall","All Ages","Hispanic","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","31.6","15.8","47.4","66","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.3","19.9","24.7","3148","Overall","Age 25 and Older","All Races","12th Grade"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.9","8.8","11.0","8660","Overall","Age 25 and Older","All Races","> 12th Grade"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.1","12.9","17.3","2468","Overall","All Ages","African American","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.1","18.3","27.9","630","Overall","Age 25 and Older","All Races","< 12th Grade"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.7","8.7","10.7","8893","Overall","Age 20 and Older","All Races","> 12th Grade"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.2","19.2","29.2","644","Overall","Age 20 and Older","All Races","< 12th Grade"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.0","19.6","24.4","3239","Overall","Age 20 and Older","All Races","12th Grade"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.2","6.9","9.5","5175","Overall","65 Years and Older","All Races","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.0","14.4","17.6","5287","Male","All Ages","All Races","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.1","9.8","14.4","1409","Female","18 to 44 Years","All Races","All Grades"
"2017","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.9","10.7","13.1","7642","Female","All Ages","All Races","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","12.9","14.5","17563","Overall","All Ages","All Races","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.2","7.3","13.1","621","Overall","All Ages","Hispanic","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","5.3","3.0","7.6","389","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.8","13.7","15.9","11994","Overall","All Ages","White","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","37.7","25.6","49.8","104","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","12.0","15.4","3681","Overall","All Ages","African American","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.9","19.0","22.8","4324","Overall","Age 25 and Older","All Races","12th Grade"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.5","8.7","10.3","11575","Overall","Age 25 and Older","All Races","> 12th Grade"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.0","22.6","31.4","907","Overall","Age 25 and Older","All Races","< 12th Grade"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.5","8.7","10.3","11917","Overall","Age 20 and Older","All Races","> 12th Grade"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.3","18.5","22.1","4455","Overall","Age 20 and Older","All Races","12th Grade"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.1","22.7","31.5","935","Overall","Age 20 and Older","All Races","< 12th Grade"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.6","14.8","18.4","3240","Overall","25 to 44 Years","All Races","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.0","7.3","12.7","706","Overall","18 to 24 Years","All Races","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","7.2","6.2","8.2","6378","Overall","65 Years and Older","All Races","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.7","14.4","17.0","7239","Overall","45 to 64 Years","All Races","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.6","14.3","16.9","7194","Male","All Ages","All Races","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.8","10.9","14.7","2202","Female","18 to 44 Years","All Races","All Grades"
"2016","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.9","10.9","12.9","10369","Female","All Ages","All Races","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.1","13.6","16.6","12019","Overall","All Ages","All Races","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.2","4.7","15.7","286","Overall","All Ages","Hispanic","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.9","14.9","18.9","8688","Overall","All Ages","White","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.6","1.1","28.1","64","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","5.4","0.9","9.9","286","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.3","12.4","18.2","2246","Overall","All Ages","African American","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.4","8.8","12.0","7954","Overall","Age 25 and Older","All Races","> 12th Grade"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.3","18.9","25.7","3059","Overall","Age 25 and Older","All Races","12th Grade"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.0","21.6","34.4","628","Overall","Age 25 and Older","All Races","< 12th Grade"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.4","8.8","12.0","8113","Overall","Age 20 and Older","All Races","> 12th Grade"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.0","18.7","25.3","3116","Overall","Age 20 and Older","All Races","12th Grade"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.7","24.1","37.3","637","Overall","Age 20 and Older","All Races","< 12th Grade"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","7.6","6.1","9.1","4772","Overall","65 Years and Older","All Races","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.7","15.4","20.0","5048","Overall","45 to 64 Years","All Races","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.0","8.0","18.0","322","Overall","18 to 24 Years","All Races","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","14.2","20.2","1877","Overall","25 to 44 Years","All Races","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.9","14.5","19.3","4703","Male","All Ages","All Races","All Grades"
