"Year","State","Unemployment","TaxRate","SampleSize","Gender","Age","Race","Education","SmokeRate","LowConf","HighConf"
2015,"GA",0.0596896471717536,28.6,1045,"Overall","All Ages","African American","All Grades",17.2,13.9,20.5
2015,"GA",0.0596896471717536,28.6,599,"Female","18 to 44 Years","All Races","All Grades",14.8,11.3,18.3
2015,"GA",0.0596896471717536,28.6,458,"Overall","Age 20 and Older","All Races","< 12th Grade",26.5,20.8,32.2
2015,"GA",0.0596896471717536,28.6,886,"Overall","25 to 44 Years","All Races","All Grades",20.7,17.5,23.9
2015,"GA",0.0596896471717536,28.6,452,"Overall","Age 25 and Older","All Races","< 12th Grade",27,21.2,32.8
2015,"GA",0.0596896471717536,28.6,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2015,"GA",0.0596896471717536,28.6,1091,"Overall","Age 25 and Older","All Races","12th Grade",22.6,19.2,26
2015,"HI",0.0356366539113817,47.1,3637,"Female","All Ages","All Races","All Grades",10.8,9.3,12.3
2015,"HI",0.0356366539113817,47.1,1574,"Overall","25 to 44 Years","All Races","All Grades",19,16.3,21.7
2015,"HI",0.0356366539113817,47.1,247,"Overall","Age 25 and Older","All Races","< 12th Grade",25.3,18,32.6
2015,"HI",0.0356366539113817,47.1,2314,"Overall","All Ages","Asian/Pacific Islander","All Grades",11.8,9.8,13.8
2015,"HI",0.0356366539113817,47.1,473,"Overall","18 to 24 Years","All Races","All Grades",15.3,10.7,19.9
2015,"HI",0.0356366539113817,47.1,1046,"Female","18 to 44 Years","All Races","All Grades",13.4,10.7,16.1
2015,"HI",0.0356366539113817,47.1,2597,"Overall","45 to 64 Years","All Races","All Grades",13.8,12,15.6
2015,"HI",0.0356366539113817,47.1,258,"Overall","Age 20 and Older","All Races","< 12th Grade",27.7,20.4,35
2015,"HI",0.0356366539113817,47.1,520,"Overall","All Ages","Hispanic","All Grades",17.7,12.8,22.6
2015,"HI",0.0356366539113817,47.1,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2015,"HI",0.0356366539113817,47.1,NA,"Overall","All Ages","African American","All Grades",NA,NA,NA
2015,"HI",0.0356366539113817,47.1,6892,"Overall","All Ages","All Races","All Grades",14.1,12.8,15.4
2015,"HI",0.0356366539113817,47.1,2248,"Overall","65 Years and Older","All Races","All Grades",6.1,4.8,7.4
2015,"HI",0.0356366539113817,47.1,3255,"Male","All Ages","All Races","All Grades",17.3,15.3,19.3
2015,"HI",0.0356366539113817,47.1,1726,"Overall","Age 20 and Older","All Races","12th Grade",20.9,18.3,23.5
2015,"HI",0.0356366539113817,47.1,4576,"Overall","Age 25 and Older","All Races","> 12th Grade",9.5,8.3,10.7
2015,"HI",0.0356366539113817,47.1,4768,"Overall","Age 20 and Older","All Races","> 12th Grade",9.7,8.4,11
2015,"HI",0.0356366539113817,47.1,2205,"Overall","All Ages","White","All Grades",13,10.5,15.5
2015,"HI",0.0356366539113817,47.1,1584,"Overall","Age 25 and Older","All Races","12th Grade",20.9,18.2,23.6
2015,"IA",0.0377656448352062,40.8,2401,"Overall","45 to 64 Years","All Races","All Grades",17.9,16,19.8
2015,"IA",0.0377656448352062,40.8,140,"Overall","All Ages","Hispanic","All Grades",15.5,7.4,23.6
2015,"IA",0.0377656448352062,40.8,310,"Overall","Age 20 and Older","All Races","< 12th Grade",32.2,25.4,39
2015,"IA",0.0377656448352062,40.8,292,"Overall","18 to 24 Years","All Races","All Grades",18.6,13.4,23.8
2015,"IA",0.0377656448352062,40.8,1930,"Overall","Age 25 and Older","All Races","12th Grade",22.4,19.8,25
2015,"IA",0.0377656448352062,40.8,3409,"Female","All Ages","All Races","All Grades",16.7,14.8,18.6
2015,"IA",0.0377656448352062,40.8,1991,"Overall","Age 20 and Older","All Races","12th Grade",22.1,19.5,24.7
2015,"IA",0.0377656448352062,40.8,721,"Female","18 to 44 Years","All Races","All Grades",20.7,16.9,24.5
2015,"IA",0.0377656448352062,40.8,2220,"Overall","65 Years and Older","All Races","All Grades",9.7,7.9,11.5
2015,"IA",0.0377656448352062,40.8,2612,"Male","All Ages","All Races","All Grades",19.5,17.4,21.6
2015,"IA",0.0377656448352062,40.8,1108,"Overall","25 to 44 Years","All Races","All Grades",23.7,20.6,26.8
2015,"IA",0.0377656448352062,40.8,3621,"Overall","Age 20 and Older","All Races","> 12th Grade",13.8,12.2,15.4
2015,"IA",0.0377656448352062,40.8,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2015,"IA",0.0377656448352062,40.8,6021,"Overall","All Ages","All Races","All Grades",18.1,16.7,19.5
2015,"IA",0.0377656448352062,40.8,5615,"Overall","All Ages","White","All Grades",17.8,16.4,19.2
2015,"IA",0.0377656448352062,40.8,3483,"Overall","Age 25 and Older","All Races","> 12th Grade",14.3,12.6,16
2015,"IA",0.0377656448352062,40.8,299,"Overall","Age 25 and Older","All Races","< 12th Grade",28.3,21.9,34.7
2015,"IA",0.0377656448352062,40.8,112,"Overall","All Ages","African American","All Grades",24.9,12.9,36.9
2015,"IA",0.0377656448352062,40.8,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2015,"ID",0.0423460625712164,30.9,303,"Overall","All Ages","Hispanic","All Grades",15.1,9.9,20.3
2015,"ID",0.0423460625712164,30.9,5617,"Overall","All Ages","All Races","All Grades",13.8,12.5,15.1
2015,"ID",0.0423460625712164,30.9,1181,"Overall","25 to 44 Years","All Races","All Grades",16.4,13.6,19.2
2015,"ID",0.0423460625712164,30.9,392,"Overall","Age 20 and Older","All Races","< 12th Grade",29.6,23.1,36.1
2015,"ID",0.0423460625712164,30.9,2432,"Male","All Ages","All Races","All Grades",14.6,12.5,16.7
2015,"ID",0.0423460625712164,30.9,2100,"Overall","45 to 64 Years","All Races","All Grades",16,13.8,18.2
2015,"ID",0.0423460625712164,30.9,5013,"Overall","All Ages","White","All Grades",13.1,11.7,14.5
2015,"ID",0.0423460625712164,30.9,809,"Female","18 to 44 Years","All Races","All Grades",13.5,10.5,16.5
2015,"ID",0.0423460625712164,30.9,1442,"Overall","Age 25 and Older","All Races","12th Grade",20.3,17.2,23.4
2015,"ID",0.0423460625712164,30.9,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2015,"ID",0.0423460625712164,30.9,3185,"Female","All Ages","All Races","All Grades",13,11.2,14.8
2015,"ID",0.0423460625712164,30.9,3478,"Overall","Age 25 and Older","All Races","> 12th Grade",9,7.7,10.3
2015,"ID",0.0423460625712164,30.9,3596,"Overall","Age 20 and Older","All Races","> 12th Grade",8.9,7.6,10.2
2015,"ID",0.0423460625712164,30.9,NA,"Overall","All Ages","African American","All Grades",NA,NA,NA
2015,"ID",0.0423460625712164,30.9,287,"Overall","18 to 24 Years","All Races","All Grades",11.1,7,15.2
2015,"ID",0.0423460625712164,30.9,1512,"Overall","Age 20 and Older","All Races","12th Grade",20.1,17.2,23
2015,"ID",0.0423460625712164,30.9,2049,"Overall","65 Years and Older","All Races","All Grades",7.8,6.3,9.3
2015,"ID",0.0423460625712164,30.9,81,"Overall","All Ages","American Indian/Alaska Native","All Grades",26.7,12.1,41.3
2015,"ID",0.0423460625712164,30.9,381,"Overall","Age 25 and Older","All Races","< 12th Grade",28.8,22.2,35.4
2015,"IL",0.0596237712388566,40.4,2892,"Female","All Ages","All Races","All Grades",12.8,11.1,14.5
2015,"IL",0.0596237712388566,40.4,1906,"Overall","45 to 64 Years","All Races","All Grades",17.4,15.2,19.6
2015,"IL",0.0596237712388566,40.4,5137,"Overall","All Ages","All Races","All Grades",15.1,13.8,16.4
2015,"IL",0.0596237712388566,40.4,327,"Overall","Age 25 and Older","All Races","< 12th Grade",22.9,17.2,28.6
2015,"IL",0.0596237712388566,40.4,2245,"Male","All Ages","All Races","All Grades",17.6,15.5,19.7
2015,"IL",0.0596237712388566,40.4,3830,"Overall","All Ages","White","All Grades",16.1,14.5,17.7
2015,"IL",0.0596237712388566,40.4,1115,"Overall","25 to 44 Years","All Races","All Grades",17,14.3,19.7
2015,"IL",0.0596237712388566,40.4,354,"Overall","18 to 24 Years","All Races","All Grades",13.4,9,17.8
2015,"IL",0.0596237712388566,40.4,735,"Female","18 to 44 Years","All Races","All Grades",13.6,10.7,16.5
2015,"IL",0.0596237712388566,40.4,432,"Overall","All Ages","Hispanic","All Grades",10.9,7.4,14.4
2015,"IL",0.0596237712388566,40.4,3208,"Overall","Age 25 and Older","All Races","> 12th Grade",11.4,9.9,12.9
2015,"IL",0.0596237712388566,40.4,1762,"Overall","65 Years and Older","All Races","All Grades",8.8,7.1,10.5
2015,"IL",0.0596237712388566,40.4,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2015,"IL",0.0596237712388566,40.4,335,"Overall","Age 20 and Older","All Races","< 12th Grade",24.7,18.7,30.7
2015,"IL",0.0596237712388566,40.4,1297,"Overall","Age 20 and Older","All Races","12th Grade",20.9,18,23.8
2015,"IL",0.0596237712388566,40.4,3386,"Overall","Age 20 and Older","All Races","> 12th Grade",11.6,10.2,13
2015,"IL",0.0596237712388566,40.4,163,"Overall","All Ages","Asian/Pacific Islander","All Grades",6.8,2.6,11
2015,"IL",0.0596237712388566,40.4,593,"Overall","All Ages","African American","All Grades",16,12.1,19.9
2015,"IL",0.0596237712388566,40.4,1242,"Overall","Age 25 and Older","All Races","12th Grade",21.2,18.2,24.2
2015,"IN",0.0483096150231407,37.1,3362,"Female","All Ages","All Races","All Grades",19.3,17,21.6
2015,"IN",0.0483096150231407,37.1,1033,"Overall","25 to 44 Years","All Races","All Grades",22,18.7,25.3
2015,"IN",0.0483096150231407,37.1,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2015,"IN",0.0483096150231407,37.1,1914,"Overall","Age 20 and Older","All Races","12th Grade",25.5,22.5,28.5
2015,"IN",0.0483096150231407,37.1,1859,"Overall","Age 25 and Older","All Races","12th Grade",25.6,22.6,28.6
2015,"IN",0.0483096150231407,37.1,64,"Overall","All Ages","Asian/Pacific Islander","All Grades",8.9,0,18.4
2015,"IN",0.0483096150231407,37.1,5846,"Overall","All Ages","All Races","All Grades",20.6,18.9,22.3
2015,"IN",0.0483096150231407,37.1,5091,"Overall","All Ages","White","All Grades",20.9,19,22.8
2015,"IN",0.0483096150231407,37.1,432,"Overall","Age 20 and Older","All Races","< 12th Grade",36.3,29.9,42.7
2015,"IN",0.0483096150231407,37.1,2275,"Overall","45 to 64 Years","All Races","All Grades",23.1,20.7,25.5
2015,"IN",0.0483096150231407,37.1,265,"Overall","18 to 24 Years","All Races","All Grades",24.4,17.8,31
2015,"IN",0.0483096150231407,37.1,2273,"Overall","65 Years and Older","All Races","All Grades",10.9,9.1,12.7
2015,"IN",0.0483096150231407,37.1,692,"Female","18 to 44 Years","All Races","All Grades",23.4,19,27.8
2015,"IN",0.0483096150231407,37.1,3394,"Overall","Age 20 and Older","All Races","> 12th Grade",13.8,12,15.6
2015,"IN",0.0483096150231407,37.1,3267,"Overall","Age 25 and Older","All Races","> 12th Grade",13.4,11.6,15.2
2015,"IN",0.0483096150231407,37.1,421,"Overall","Age 25 and Older","All Races","< 12th Grade",33.6,27.4,39.8
2015,"IN",0.0483096150231407,37.1,295,"Overall","All Ages","African American","All Grades",21.6,15.6,27.6
2015,"IN",0.0483096150231407,37.1,2484,"Male","All Ages","All Races","All Grades",21.9,19.5,24.3
2015,"IN",0.0483096150231407,37.1,179,"Overall","All Ages","Hispanic","All Grades",11.3,5.5,17.1
2015,"KS",0.041681732285683,39.7,12339,"Female","All Ages","All Races","All Grades",16.1,15.2,17
2015,"KS",0.041681732285683,39.7,4995,"Overall","25 to 44 Years","All Races","All Grades",22.1,20.7,23.5
2015,"KS",0.041681732285683,39.7,22055,"Overall","All Ages","All Races","All Grades",17.7,17,18.4
2015,"KS",0.041681732285683,39.7,1309,"Overall","18 to 24 Years","All Races","All Grades",15.4,13.2,17.6
2015,"KS",0.041681732285683,39.7,254,"Overall","All Ages","Asian/Pacific Islander","All Grades",9.3,5,13.6
2015,"KS",0.041681732285683,39.7,18745,"Overall","All Ages","White","All Grades",17.3,16.6,18
2015,"KS",0.041681732285683,39.7,3258,"Female","18 to 44 Years","All Races","All Grades",17.6,16.1,19.1
2015,"KS",0.041681732285683,39.7,14537,"Overall","Age 20 and Older","All Races","> 12th Grade",13.7,13,14.4
2015,"KS",0.041681732285683,39.7,7307,"Overall","65 Years and Older","All Races","All Grades",8.7,7.9,9.5
2015,"KS",0.041681732285683,39.7,9716,"Male","All Ages","All Races","All Grades",19.3,18.3,20.3
2015,"KS",0.041681732285683,39.7,224,"Overall","All Ages","American Indian/Alaska Native","All Grades",27.7,20.3,35.1
2015,"KS",0.041681732285683,39.7,13906,"Overall","Age 25 and Older","All Races","> 12th Grade",13.7,13,14.4
2015,"KS",0.041681732285683,39.7,1303,"Overall","Age 25 and Older","All Races","< 12th Grade",29.9,26.8,33
2015,"KS",0.041681732285683,39.7,8444,"Overall","45 to 64 Years","All Races","All Grades",19.7,18.7,20.7
2015,"KS",0.041681732285683,39.7,1345,"Overall","All Ages","Hispanic","All Grades",16,13.6,18.4
2015,"KS",0.041681732285683,39.7,5759,"Overall","Age 20 and Older","All Races","12th Grade",24.4,23,25.8
2015,"KS",0.041681732285683,39.7,845,"Overall","All Ages","African American","All Grades",25.1,20.9,29.3
2015,"KS",0.041681732285683,39.7,5489,"Overall","Age 25 and Older","All Races","12th Grade",24,22.6,25.4
2015,"KS",0.041681732285683,39.7,1345,"Overall","Age 20 and Older","All Races","< 12th Grade",29.9,26.9,32.9
2015,"KY",0.0529513503028736,33.1,88,"Overall","All Ages","Hispanic","All Grades",26.6,12.5,40.7
2015,"KY",0.0529513503028736,33.1,5373,"Female","All Ages","All Races","All Grades",25.5,23.3,27.7
2015,"KY",0.0529513503028736,33.1,1252,"Female","18 to 44 Years","All Races","All Grades",30.3,26.2,34.4
2015,"KY",0.0529513503028736,33.1,1655,"Overall","25 to 44 Years","All Races","All Grades",32.3,28.7,35.9
2015,"KY",0.0529513503028736,33.1,502,"Overall","18 to 24 Years","All Races","All Grades",25.1,19.8,30.4
2015,"KY",0.0529513503028736,33.1,4862,"Overall","Age 20 and Older","All Races","> 12th Grade",17.6,15.8,19.4
2015,"KY",0.0529513503028736,33.1,4638,"Overall","Age 25 and Older","All Races","> 12th Grade",17.7,15.9,19.5
2015,"KY",0.0529513503028736,33.1,8536,"Overall","All Ages","All Races","All Grades",25.9,24.2,27.6
2015,"KY",0.0529513503028736,33.1,821,"Overall","All Ages","African American","All Grades",22.4,16.3,28.5
2015,"KY",0.0529513503028736,33.1,52,"Overall","All Ages","Asian/Pacific Islander","All Grades",19.8,3.3,36.3
2015,"KY",0.0529513503028736,33.1,67,"Overall","All Ages","American Indian/Alaska Native","All Grades",35.4,13.5,57.3
2015,"KY",0.0529513503028736,33.1,7256,"Overall","All Ages","White","All Grades",25.8,24,27.6
2015,"KY",0.0529513503028736,33.1,3556,"Overall","45 to 64 Years","All Races","All Grades",28,25.5,30.5
2015,"KY",0.0529513503028736,33.1,2823,"Overall","65 Years and Older","All Races","All Grades",12.3,10.4,14.2
2015,"KY",0.0529513503028736,33.1,2703,"Overall","Age 20 and Older","All Races","12th Grade",30,27.1,32.9
2015,"KY",0.0529513503028736,33.1,813,"Overall","Age 20 and Older","All Races","< 12th Grade",45.8,40.1,51.5
2015,"KY",0.0529513503028736,33.1,3163,"Male","All Ages","All Races","All Grades",26.4,23.9,28.9
2015,"KY",0.0529513503028736,33.1,2573,"Overall","Age 25 and Older","All Races","12th Grade",28.6,25.6,31.6
2015,"KY",0.0529513503028736,33.1,799,"Overall","Age 25 and Older","All Races","< 12th Grade",46.7,41,52.4
2015,"LA",0.0632396364044024,34.3,2767,"Female","All Ages","All Races","All Grades",19.3,17.3,21.3
2015,"LA",0.0632396364044024,34.3,4483,"Overall","All Ages","All Races","All Grades",21.9,20.2,23.6
2015,"LA",0.0632396364044024,34.3,692,"Female","18 to 44 Years","All Races","All Grades",19.4,16,22.8
2015,"LA",0.0632396364044024,34.3,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2015,"LA",0.0632396364044024,34.3,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2015,"LA",0.0632396364044024,34.3,1716,"Male","All Ages","All Races","All Grades",24.7,21.9,27.5
2015,"LA",0.0632396364044024,34.3,965,"Overall","25 to 44 Years","All Races","All Grades",26.1,22.7,29.5
2015,"LA",0.0632396364044024,34.3,1176,"Overall","All Ages","African American","All Grades",21.2,17.9,24.5
2015,"LA",0.0632396364044024,34.3,1374,"Overall","Age 25 and Older","All Races","12th Grade",25.1,21.9,28.3
2015,"LA",0.0632396364044024,34.3,2965,"Overall","All Ages","White","All Grades",22.3,20.2,24.4
2015,"LA",0.0632396364044024,34.3,1748,"Overall","45 to 64 Years","All Races","All Grades",25.5,22.8,28.2
2015,"LA",0.0632396364044024,34.3,1428,"Overall","Age 20 and Older","All Races","12th Grade",24.9,21.8,28
2015,"LA",0.0632396364044024,34.3,1524,"Overall","65 Years and Older","All Races","All Grades",11.4,9.3,13.5
2015,"LA",0.0632396364044024,34.3,246,"Overall","18 to 24 Years","All Races","All Grades",16.2,10.8,21.6
2015,"LA",0.0632396364044024,34.3,104,"Overall","All Ages","Hispanic","All Grades",23.6,13.3,33.9
2015,"LA",0.0632396364044024,34.3,2334,"Overall","Age 25 and Older","All Races","> 12th Grade",15.2,13.2,17.2
2015,"LA",0.0632396364044024,34.3,2448,"Overall","Age 20 and Older","All Races","> 12th Grade",15.5,13.5,17.5
2015,"LA",0.0632396364044024,34.3,536,"Overall","Age 20 and Older","All Races","< 12th Grade",37.9,32.4,43.4
2015,"LA",0.0632396364044024,34.3,522,"Overall","Age 25 and Older","All Races","< 12th Grade",39.7,34.1,45.3
2015,"MA",0.0480616363650543,50.6,4867,"Female","All Ages","All Races","All Grades",11.9,10.6,13.2
2015,"MA",0.0480616363650543,50.6,1425,"Female","18 to 44 Years","All Races","All Grades",12.4,10.3,14.5
2015,"MA",0.0480616363650543,50.6,2518,"Overall","65 Years and Older","All Races","All Grades",8.7,7,10.4
2015,"MA",0.0480616363650543,50.6,3481,"Overall","45 to 64 Years","All Races","All Grades",15.2,13.6,16.8
2015,"MA",0.0480616363650543,50.6,8741,"Overall","All Ages","All Races","All Grades",14,13,15
2015,"MA",0.0480616363650543,50.6,3874,"Male","All Ages","All Races","All Grades",16.4,14.8,18
2015,"MA",0.0480616363650543,50.6,2128,"Overall","25 to 44 Years","All Races","All Grades",16.7,14.7,18.7
2015,"MA",0.0480616363650543,50.6,1898,"Overall","Age 20 and Older","All Races","12th Grade",20.9,18.4,23.4
2015,"MA",0.0480616363650543,50.6,694,"Overall","All Ages","Hispanic","All Grades",11.6,8.9,14.3
2015,"MA",0.0480616363650543,50.6,588,"Overall","Age 20 and Older","All Races","< 12th Grade",24.2,19.6,28.8
2015,"MA",0.0480616363650543,50.6,5688,"Overall","Age 25 and Older","All Races","> 12th Grade",10,9,11
2015,"MA",0.0480616363650543,50.6,267,"Overall","All Ages","Asian/Pacific Islander","All Grades",5.5,2.5,8.5
2015,"MA",0.0480616363650543,50.6,564,"Overall","Age 25 and Older","All Races","< 12th Grade",25.6,20.9,30.3
2015,"MA",0.0480616363650543,50.6,1811,"Overall","Age 25 and Older","All Races","12th Grade",20.7,18.2,23.2
2015,"MA",0.0480616363650543,50.6,6035,"Overall","Age 20 and Older","All Races","> 12th Grade",10.2,9.1,11.3
2015,"MA",0.0480616363650543,50.6,6880,"Overall","All Ages","White","All Grades",14.6,13.4,15.8
2015,"MA",0.0480616363650543,50.6,468,"Overall","All Ages","African American","All Grades",15.7,11,20.4
2015,"MA",0.0480616363650543,50.6,614,"Overall","18 to 24 Years","All Races","All Grades",12.3,8.7,15.9
2015,"MA",0.0480616363650543,50.6,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2015,"MD",0.0508781898199668,45.9,637,"Overall","Age 20 and Older","All Races","< 12th Grade",30.7,24.1,37.3
2015,"MD",0.0508781898199668,45.9,4772,"Overall","65 Years and Older","All Races","All Grades",7.6,6.1,9.1
2015,"MD",0.0508781898199668,45.9,1284,"Female","18 to 44 Years","All Races","All Grades",15,11.5,18.5
2015,"MD",0.0508781898199668,45.9,4703,"Male","All Ages","All Races","All Grades",16.9,14.5,19.3
2015,"MD",0.0508781898199668,45.9,1877,"Overall","25 to 44 Years","All Races","All Grades",17.2,14.2,20.2
2015,"MD",0.0508781898199668,45.9,5048,"Overall","45 to 64 Years","All Races","All Grades",17.7,15.4,20
2015,"MD",0.0508781898199668,45.9,3116,"Overall","Age 20 and Older","All Races","12th Grade",22,18.7,25.3
2015,"MD",0.0508781898199668,45.9,7316,"Female","All Ages","All Races","All Grades",13.4,11.6,15.2
2015,"MD",0.0508781898199668,45.9,64,"Overall","All Ages","American Indian/Alaska Native","All Grades",14.6,1.1,28.1
2015,"MD",0.0508781898199668,45.9,3059,"Overall","Age 25 and Older","All Races","12th Grade",22.3,18.9,25.7
2015,"MD",0.0508781898199668,45.9,8113,"Overall","Age 20 and Older","All Races","> 12th Grade",10.4,8.8,12
2015,"MD",0.0508781898199668,45.9,322,"Overall","18 to 24 Years","All Races","All Grades",13,8,18
2015,"MD",0.0508781898199668,45.9,286,"Overall","All Ages","Asian/Pacific Islander","All Grades",5.4,0.9,9.9
2015,"MD",0.0508781898199668,45.9,2246,"Overall","All Ages","African American","All Grades",15.3,12.4,18.2
2015,"MD",0.0508781898199668,45.9,12019,"Overall","All Ages","All Races","All Grades",15.1,13.6,16.6
2015,"MD",0.0508781898199668,45.9,8688,"Overall","All Ages","White","All Grades",16.9,14.9,18.9
2015,"MD",0.0508781898199668,45.9,286,"Overall","All Ages","Hispanic","All Grades",10.2,4.7,15.7
2015,"MD",0.0508781898199668,45.9,7954,"Overall","Age 25 and Older","All Races","> 12th Grade",10.4,8.8,12
2015,"MD",0.0508781898199668,45.9,628,"Overall","Age 25 and Older","All Races","< 12th Grade",28,21.6,34.4
2015,"ME",0.0438593281392023,45.1,981,"Female","18 to 44 Years","All Races","All Grades",24.5,20.6,28.4
2015,"ME",0.0438593281392023,45.1,3623,"Male","All Ages","All Races","All Grades",21,18.9,23.1
2015,"ME",0.0438593281392023,45.1,5203,"Female","All Ages","All Races","All Grades",18.1,16.3,19.9
2015,"ME",0.0438593281392023,45.1,89,"Overall","All Ages","American Indian/Alaska Native","All Grades",42.2,27.3,57.1
2015,"ME",0.0438593281392023,45.1,303,"Overall","18 to 24 Years","All Races","All Grades",20.6,14.5,26.7
2015,"ME",0.0438593281392023,45.1,67,"Overall","All Ages","Hispanic","All Grades",25.8,13.4,38.2
2015,"ME",0.0438593281392023,45.1,1529,"Overall","25 to 44 Years","All Races","All Grades",28.3,25.2,31.4
2015,"ME",0.0438593281392023,45.1,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2015,"ME",0.0438593281392023,45.1,5748,"Overall","Age 20 and Older","All Races","> 12th Grade",12,10.7,13.3
2015,"ME",0.0438593281392023,45.1,2592,"Overall","Age 20 and Older","All Races","12th Grade",27.5,24.9,30.1
2015,"ME",0.0438593281392023,45.1,8420,"Overall","All Ages","White","All Grades",18.9,17.5,20.3
2015,"ME",0.0438593281392023,45.1,3705,"Overall","45 to 64 Years","All Races","All Grades",19.6,17.8,21.4
2015,"ME",0.0438593281392023,45.1,8826,"Overall","All Ages","All Races","All Grades",19.5,18.1,20.9
2015,"ME",0.0438593281392023,45.1,5612,"Overall","Age 25 and Older","All Races","> 12th Grade",12.1,10.8,13.4
2015,"ME",0.0438593281392023,45.1,3289,"Overall","65 Years and Older","All Races","All Grades",8.1,6.8,9.4
2015,"ME",0.0438593281392023,45.1,375,"Overall","Age 25 and Older","All Races","< 12th Grade",40.4,33.5,47.3
2015,"ME",0.0438593281392023,45.1,2512,"Overall","Age 25 and Older","All Races","12th Grade",27,24.5,29.5
2015,"ME",0.0438593281392023,45.1,NA,"Overall","All Ages","African American","All Grades",NA,NA,NA
2015,"ME",0.0438593281392023,45.1,379,"Overall","Age 20 and Older","All Races","< 12th Grade",39.7,32.8,46.6
2015,"MI",0.0542738224083276,45.1,6992,"Overall","All Ages","White","All Grades",19.8,18.5,21.1
2015,"MI",0.0542738224083276,45.1,633,"Overall","18 to 24 Years","All Races","All Grades",15.6,12.2,19
2015,"MI",0.0542738224083276,45.1,8652,"Overall","All Ages","All Races","All Grades",20.7,19.5,21.9
2015,"MI",0.0542738224083276,45.1,1832,"Overall","25 to 44 Years","All Races","All Grades",27.6,25.1,30.1
2015,"MI",0.0542738224083276,45.1,137,"Overall","All Ages","Asian/Pacific Islander","All Grades",9.6,3.4,15.8
2015,"MI",0.0542738224083276,45.1,1295,"Female","18 to 44 Years","All Races","All Grades",23.1,20.2,26
2015,"MI",0.0542738224083276,45.1,3730,"Male","All Ages","All Races","All Grades",22.4,20.6,24.2
2015,"MI",0.0542738224083276,45.1,2754,"Overall","65 Years and Older","All Races","All Grades",10.3,8.8,11.8
2015,"MI",0.0542738224083276,45.1,4922,"Female","All Ages","All Races","All Grades",19.1,17.6,20.6
2015,"MI",0.0542738224083276,45.1,60,"Overall","All Ages","American Indian/Alaska Native","All Grades",43.8,27.6,60
2015,"MI",0.0542738224083276,45.1,3433,"Overall","45 to 64 Years","All Races","All Grades",22.7,20.9,24.5
2015,"MI",0.0542738224083276,45.1,377,"Overall","Age 25 and Older","All Races","< 12th Grade",44.1,38.1,50.1
2015,"MI",0.0542738224083276,45.1,5765,"Overall","Age 20 and Older","All Races","> 12th Grade",14.6,13.4,15.8
2015,"MI",0.0542738224083276,45.1,5466,"Overall","Age 25 and Older","All Races","> 12th Grade",15,13.8,16.2
2015,"MI",0.0542738224083276,45.1,197,"Overall","All Ages","Hispanic","All Grades",19.3,12.6,26
2015,"MI",0.0542738224083276,45.1,397,"Overall","Age 20 and Older","All Races","< 12th Grade",44.6,38.7,50.5
2015,"MI",0.0542738224083276,45.1,911,"Overall","All Ages","African American","All Grades",26,22.2,29.8
2015,"MI",0.0542738224083276,45.1,2156,"Overall","Age 25 and Older","All Races","12th Grade",27.1,24.8,29.4
2015,"MI",0.0542738224083276,45.1,2261,"Overall","Age 20 and Older","All Races","12th Grade",27.1,24.9,29.3
2015,"MN",0.0369012565061144,56,16327,"Overall","All Ages","All Races","All Grades",16.2,15.4,17
2015,"MN",0.0369012565061144,56,430,"Overall","All Ages","African American","All Grades",21,16.4,25.6
2015,"MN",0.0369012565061144,56,3792,"Overall","25 to 44 Years","All Races","All Grades",19.9,18.3,21.5
2015,"MN",0.0369012565061144,56,11004,"Overall","Age 25 and Older","All Races","> 12th Grade",11.5,10.8,12.2
2015,"MN",0.0369012565061144,56,11535,"Overall","Age 20 and Older","All Races","> 12th Grade",11.6,10.9,12.3
2015,"MN",0.0369012565061144,56,7306,"Male","All Ages","All Races","All Grades",17.6,16.4,18.8
2015,"MN",0.0369012565061144,56,174,"Overall","All Ages","American Indian/Alaska Native","All Grades",38.1,29.4,46.8
2015,"MN",0.0369012565061144,56,261,"Overall","All Ages","Asian/Pacific Islander","All Grades",8.3,4.4,12.2
2015,"MN",0.0369012565061144,56,1033,"Overall","18 to 24 Years","All Races","All Grades",17.3,14.5,20.1
2015,"MN",0.0369012565061144,56,3898,"Overall","Age 20 and Older","All Races","12th Grade",22.8,21.1,24.5
2015,"MN",0.0369012565061144,56,2558,"Female","18 to 44 Years","All Races","All Grades",17.2,15.4,19
2015,"MN",0.0369012565061144,56,4922,"Overall","65 Years and Older","All Races","All Grades",7.4,6.5,8.3
